Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CryoSleep_False,CryoSleep_True,deck,side,region1,region2,region3,region4,region5,region6,region7,group,sum,vr,spa,room,shop,food
1,0,0.0,1.0,0.0,16.0,843.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1084,860.0,0.9802325581395349,0.018604651162790697,0.0,0.0,0.0011627906976744186
3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,1085,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,1086,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,1086,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,1086,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,641.0,0.0,True,False,False,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1086,641.0,0.0,1.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,1086,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,True,2,0.0,1,0,0,0,0,0,0,1088,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,3,1.0,1,0,0,0,0,0,0,1089,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,565.0,1.0,677.0,794.0,False,True,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1089,2037.0,0.3897889052528228,0.3323514972999509,0.0,0.0004909180166912126,0.2773686794305351
2,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,1.0,1,0,0,0,0,0,0,1091,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1862.0,59.0,18.0,192.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1093,2131.0,0.0,0.09009854528390428,0.8737681839511966,0.008446738620366025,0.027686532144533083
3,0,437.0,2.0,0.0,0.0,365.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1094,804.0,0.4539800995024876,0.0,0.5435323383084577,0.0,0.0024875621890547263
2,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,2,0.0,0,0,0,0,0,0,1,1095,0.0,0.0,0.0,0.0,0.0,0.0
1,0,233.0,0.0,0.0,0.0,488.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1096,721.0,0.6768377253814147,0.0,0.3231622746185853,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,4,0.0,1,0,0,0,0,0,0,1097,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,78.0,642.0,0.0,0.0,True,False,False,False,True,False,True,False,3,1.0,1,0,0,0,0,0,0,1099,720.0,0.0,0.0,0.0,0.8916666666666667,0.10833333333333334
1,0,490.0,355.0,298.0,245.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1100,1388.0,0.0,0.1765129682997118,0.3530259365994236,0.21469740634005763,0.2557636887608069
0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1100,0.0,0.0,0.0,0.0,0.0,0.0
1,0,787.0,0.0,106.0,1710.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1100,2603.0,0.0,0.656934306569343,0.30234344986553974,0.040722243565117174,0.0
1,0,528.0,271.0,99.0,0.0,130.0,False,False,True,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1100,1028.0,0.1264591439688716,0.0,0.5136186770428015,0.0963035019455253,0.26361867704280156
2,0,173.0,0.0,660.0,1.0,781.0,False,False,True,False,True,False,True,False,3,1.0,1,0,0,0,0,0,0,1102,1615.0,0.48359133126934983,0.0006191950464396285,0.10712074303405572,0.4086687306501548,0.0
1,0,82.0,0.0,263.0,16.0,515.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1105,876.0,0.5878995433789954,0.0182648401826484,0.09360730593607305,0.3002283105022831,0.0
3,0,55.0,0.0,756.0,246.0,100.0,False,False,True,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1108,1157.0,0.08643042350907519,0.212618841832325,0.04753673292999136,0.6534140017286084,0.0
0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,0.0,1,0,0,0,0,0,0,1108,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,24.0,0.0,55.0,7516.0,False,True,False,False,False,True,True,False,1,0.0,1,0,0,0,0,0,0,1110,7595.0,0.9895984200131666,0.007241606319947334,0.0,0.0,0.0031599736668861092
1,0,8.0,6138.0,0.0,3.0,754.0,False,True,False,True,False,False,True,False,1,0.0,1,0,0,0,0,0,0,1110,6903.0,0.10922787193973635,0.000434593654932638,0.0011589164131537012,0.0,0.8891786179921773
2,0,0.0,4076.0,6124.0,58.0,100.0,False,True,False,True,False,False,True,False,1,1.0,1,0,0,0,0,0,0,1112,10358.0,0.009654373431164317,0.005599536590075304,0.0,0.5912338289245028,0.3935122610542576
1,0,0.0,0.0,0.0,0.0,719.0,True,False,False,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,1113,719.0,1.0,0.0,0.0,0.0,0.0
2,1,936.0,0.0,363.0,0.0,0.0,False,False,True,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,1114,1299.0,0.0,0.0,0.7205542725173211,0.279445727482679,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,1114,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1115,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1116,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,3011.0,0.0,0.0,98.0,True,False,False,False,False,True,True,False,2,0.0,0,0,0,0,0,0,1,1116,3109.0,0.03152138951431328,0.0,0.0,0.0,0.9684786104856867
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1116,0.0,0.0,0.0,0.0,0.0,0.0
1,0,855.0,0.0,51.0,0.0,0.0,True,False,False,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1117,906.0,0.0,0.0,0.9437086092715232,0.056291390728476824,0.0
3,0,98.0,46.0,0.0,743.0,0.0,True,False,False,False,True,False,True,False,3,1.0,1,0,0,0,0,0,0,1121,887.0,0.0,0.8376550169109357,0.1104847801578354,0.0,0.05186020293122886
1,0,0.0,402.0,0.0,135.0,9010.0,False,True,False,False,False,True,True,False,1,1.0,1,0,0,0,0,0,0,1123,9547.0,0.9437519639677385,0.014140567717607626,0.0,0.0,0.04210746831465382
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,True,1,0.0,1,0,0,0,0,0,0,1127,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2.0,0.0,0.0,787.0,3.0,True,False,False,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,1129,792.0,0.003787878787878788,0.9936868686868687,0.0025252525252525255,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,4,0.0,1,0,0,0,0,0,0,1130,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,3.0,3505.0,199.0,17.0,False,False,True,True,False,False,True,False,3,0.0,1,0,0,0,0,0,0,1130,3724.0,0.004564983888292159,0.05343716433941998,0.0,0.9411922663802363,0.0008055853920515575
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,0,0,0,0,0,0,1,1132,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1133,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,True,2,0.0,0,0,0,0,0,0,1,1134,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,1755.0,0.0,0.0,67.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1136,1822.0,0.03677277716794731,0.0,0.0,0.0,0.9632272228320526
3,0,0.0,143.0,1632.0,3.0,756.0,False,True,False,False,False,True,True,False,1,0.0,1,0,0,0,0,0,0,1140,2534.0,0.2983425414364641,0.0011838989739542227,0.0,0.6440410418310971,0.05643251775848461
2,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,0.0,1,0,0,0,0,0,0,1140,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,True,1,0.0,1,0,0,0,0,0,0,1140,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1141,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.0,0.0,0.0,0.0,908.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,1142,908.0,1.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1144,0.0,0.0,0.0,0.0,0.0,0.0
2,0,482.0,0.0,884.0,0.0,30.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1144,1396.0,0.02148997134670487,0.0,0.3452722063037249,0.6332378223495702,0.0
3,0,412.0,97.0,3.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1144,512.0,0.0,0.0,0.8046875,0.005859375,0.189453125
1,0,620.0,0.0,187.0,0.0,1304.0,True,False,False,True,False,False,True,False,3,1.0,1,0,0,0,0,0,0,1146,2111.0,0.6177167219327333,0.0,0.2936996684036002,0.0885836096636665,0.0
3,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,1147,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,True,1,1.0,1,0,0,0,0,0,0,1148,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,122.0,2138.0,7368.0,1213.0,False,True,False,True,False,False,True,False,1,1.0,1,0,0,0,0,0,0,1148,10841.0,0.11189004704363066,0.6796420994373212,0.0,0.19721427912554193,0.011253574393506134
1,0,0.0,5225.0,0.0,8.0,1933.0,False,True,False,False,False,True,True,False,1,1.0,1,0,0,0,0,0,0,1148,7166.0,0.26974602288584987,0.0011163829193413341,0.0,0.0,0.7291375941948088
2,0,0.0,5212.0,2.0,118.0,61.0,False,True,False,True,False,False,True,False,2,0.0,0,0,0,0,0,0,1,1148,5393.0,0.011310958650101984,0.021880215093639903,0.0,0.0003708511032820323,0.966437975152976
0,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,1148,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,1148,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2386.0,841.0,76.0,26.0,1693.0,False,True,False,True,False,False,True,False,1,1.0,1,0,0,0,0,0,0,1148,5022.0,0.3371166865790522,0.005177220230983672,0.4751095181202708,0.015133412982875348,0.167463162086818
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True,False,2,0.0,1,0,0,0,0,0,0,1149,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1149,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1149,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1149,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True,False,2,0.0,1,0,0,0,0,0,0,1149,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,2,0.0,1,0,0,0,0,0,0,1150,0.0,0.0,0.0,0.0,0.0,0.0
2,0,29.0,0.0,1095.0,0.0,4.0,False,False,True,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1152,1128.0,0.0035460992907801418,0.0,0.025709219858156027,0.9707446808510638,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,1153,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,1154,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,1154,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,True,1,1.0,1,0,0,0,0,0,0,1154,0.0,0.0,0.0,0.0,0.0,0.0
1,0,131.0,799.0,0.0,0.0,16.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1155,946.0,0.016913319238900635,0.0,0.13847780126849896,0.0,0.8446088794926004
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,1155,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,2987.0,2.0,3072.0,67.0,False,True,False,False,False,True,True,False,1,0.0,1,0,0,0,0,0,0,1156,6128.0,0.010933420365535249,0.5013054830287206,0.0,0.00032637075718015666,0.48743472584856395
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,0.0,1,0,0,0,0,0,0,1156,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,11330.0,72.0,43.0,461.0,False,True,False,True,False,False,True,False,1,0.0,1,0,0,0,0,0,0,1161,11906.0,0.03871997312279523,0.003611624391063329,0.0,0.0060473710734083655,0.951621031412733
1,0,0.0,1291.0,0.0,16139.0,687.0,False,True,False,True,False,False,True,False,1,0.0,1,0,0,0,0,0,0,1161,18117.0,0.03792018546116907,0.8908207760666778,0.0,0.0,0.07125903847215323
1,0,0.0,1847.0,0.0,103.0,694.0,False,True,False,False,False,True,True,False,1,0.0,1,0,0,0,0,0,0,1162,2644.0,0.26248108925869895,0.03895612708018154,0.0,0.0,0.6985627836611196
2,0,0.0,1328.0,5.0,0.0,7.0,True,False,False,True,False,False,True,False,3,1.0,1,0,0,0,0,0,0,1163,1340.0,0.0052238805970149255,0.0,0.0,0.0037313432835820895,0.991044776119403
2,0,0.0,7201.0,0.0,32.0,2587.0,False,True,False,True,False,False,True,False,1,1.0,1,0,0,0,0,0,0,1165,9820.0,0.2634419551934827,0.003258655804480652,0.0,0.0,0.7332993890020366
2,0,636.0,333.0,0.0,205.0,67.0,False,True,False,False,False,True,True,False,1,1.0,1,0,0,0,0,0,0,1165,1241.0,0.053988718775181306,0.1651893634165995,0.5124899274778405,0.0,0.26833199033037874
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,1165,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,1165,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,3564.0,926.0,1.0,1920.0,False,True,False,True,False,False,True,False,1,1.0,1,0,0,0,0,0,0,1166,6411.0,0.29948525970987366,0.00015598190609889253,0.0,0.1444392450475745,0.555919513336453
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,1.0,1,0,0,0,0,0,0,1167,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,58.0,12.0,68.0,653.0,True,False,False,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1168,791.0,0.8255372945638433,0.08596713021491782,0.0,0.015170670037926675,0.07332490518331226
2,0,2357.0,0.0,9.0,0.0,0.0,False,False,True,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1169,2366.0,0.0,0.0,0.996196111580727,0.0038038884192730348,0.0
1,0,0.0,0.0,279.0,0.0,512.0,True,False,False,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,1170,791.0,0.6472819216182049,0.0,0.0,0.3527180783817952,0.0
1,0,96.0,592.0,12.0,0.0,0.0,True,False,False,False,True,False,True,False,2,0.0,1,0,0,0,0,0,0,1173,700.0,0.0,0.0,0.13714285714285715,0.017142857142857144,0.8457142857142858
2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,1174,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,0.0,1,0,0,0,0,0,0,1175,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,1177,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,600.0,0.0,0.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1178,600.0,0.0,0.0,0.0,1.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,0.0,1,0,0,0,0,0,0,1179,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,957.0,4.0,0.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1180,961.0,0.0,0.004162330905306972,0.0,0.9958376690946931,0.0
4,0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,False,False,False,True,3,1.0,1,0,0,0,0,0,0,1182,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2997.0,0.0,3.0,0.0,7.0,False,False,True,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1182,3007.0,0.002327901563019621,0.0,0.9966744263385434,0.0009976720984369804,0.0
1,0,60.0,1356.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1182,1416.0,0.0,0.0,0.0423728813559322,0.0,0.9576271186440678
1,0,0.0,0.0,0.0,679.0,0.0,False,False,True,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1185,679.0,0.0,1.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1186,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1186,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1186,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.0,33.0,654.0,0.0,113.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1186,800.0,0.14125,0.0,0.0,0.8175,0.04125
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1186,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,575.0,180.0,4.0,44.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1187,803.0,0.0547945205479452,0.0049813200498132005,0.0,0.22415940224159403,0.7160647571606475
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1187,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1187,0.0,0.0,0.0,0.0,0.0,0.0
3,0,204.0,4227.0,0.0,3026.0,61.0,False,True,False,False,False,True,True,False,1,1.0,1,0,0,0,0,0,0,1188,7518.0,0.008113860069167332,0.4025006650704975,0.02713487629688747,0.0,0.5622505985634477
3,0,0.0,243.0,464.0,71.0,8.0,True,False,False,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1190,786.0,0.010178117048346057,0.09033078880407125,0.0,0.5903307888040712,0.30916030534351147
2,0,0.0,0.0,0.0,0.0,1583.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,1191,1583.0,1.0,0.0,0.0,0.0,0.0
2,0,600.0,670.0,0.0,187.0,0.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1192,1457.0,0.0,0.12834591626630062,0.4118050789293068,0.0,0.4598490048043926
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,0.0,1,0,0,0,0,0,0,1193,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,True,1,0.0,1,0,0,0,0,0,0,1193,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2.0,558.0,0.0,0.0,0.0,True,False,False,True,False,False,True,False,3,1.0,1,0,0,0,0,0,0,1195,560.0,0.0,0.0,0.0035714285714285713,0.0,0.9964285714285714
2,1,0.0,122.0,3700.0,337.0,1388.0,False,True,False,True,False,False,True,False,1,1.0,1,0,0,0,0,0,0,1197,5547.0,0.25022534703443305,0.060753560483144044,0.0,0.6670272219217596,0.02199387056066342
1,0,42.0,1116.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,2,0.0,0,0,0,0,0,0,1,1198,1158.0,0.0,0.0,0.03626943005181347,0.0,0.9637305699481865
1,0,0.0,0.0,752.0,0.0,235.0,True,False,False,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1199,987.0,0.23809523809523808,0.0,0.0,0.7619047619047619,0.0
3,1,0.0,5473.0,0.0,703.0,6381.0,False,True,False,True,False,False,True,False,1,0.0,1,0,0,0,0,0,0,1203,12557.0,0.5081627777335351,0.05598470972366011,0.0,0.0,0.4358525125428048
1,0,71.0,8.0,513.0,354.0,0.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1206,946.0,0.0,0.37420718816067655,0.07505285412262157,0.5422832980972516,0.008456659619450317
1,0,0.0,0.0,6.0,30.0,200.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,1208,236.0,0.847457627118644,0.1271186440677966,0.0,0.025423728813559324,0.0
2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,1210,0.0,0.0,0.0,0.0,0.0,0.0
1,0,393.0,510.0,0.0,0.0,5.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,1210,908.0,0.005506607929515419,0.0,0.43281938325991187,0.0,0.5616740088105727
3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,True,2,0.0,1,0,0,0,0,0,0,1211,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1211,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1211,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1211,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1.0,212.0,843.0,78.0,10.0,True,False,False,True,False,False,True,False,3,0.0,1,0,0,0,0,0,0,1211,1144.0,0.008741258741258742,0.06818181818181818,0.0008741258741258741,0.7368881118881119,0.1853146853146853
3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1211,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True,False,2,0.0,1,0,0,0,0,0,0,1211,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,1.0,195.0,560.0,0.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,1212,756.0,0.0,0.7407407407407407,0.0,0.25793650793650796,0.0013227513227513227
3,0,0.0,0.0,800.0,0.0,4.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1213,804.0,0.004975124378109453,0.0,0.0,0.9950248756218906,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,2,1.0,1,0,0,0,0,0,0,1214,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,1215,0.0,0.0,0.0,0.0,0.0,0.0
1,0,65.0,905.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,1216,970.0,0.0,0.0,0.06701030927835051,0.0,0.9329896907216495
0,0,0.0,0.0,0.0,2143.0,7.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1218,2150.0,0.0032558139534883722,0.9967441860465116,0.0,0.0,0.0
1,0,0.0,592.0,0.0,345.0,810.0,False,True,False,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,1220,1747.0,0.4636519748139668,0.1974813966800229,0.0,0.0,0.3388666285060103
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,1221,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,1608.0,1.0,True,False,False,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,1221,1609.0,0.0006215040397762585,0.9993784959602238,0.0,0.0,0.0
4,0,0.0,493.0,0.0,131.0,132.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,1222,756.0,0.1746031746031746,0.17328042328042328,0.0,0.0,0.6521164021164021
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,True,1,0.0,1,0,0,0,0,0,0,1223,0.0,0.0,0.0,0.0,0.0,0.0
1,0,2.0,1311.0,60.0,28.0,1.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,1225,1402.0,0.0007132667617689016,0.019971469329529243,0.0014265335235378032,0.042796005706134094,0.9350927246790299
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,2,0.0,0,0,0,0,0,0,1,1228,0.0,0.0,0.0,0.0,0.0,0.0
